state,saledate,productcategoryname,dollarcount,dollarweight,dollartotal
MA,4/22/21,Raw Pre-Rolls,0,411317.64,411317.64
MA,12/22/20,Raw Pre-Rolls,0,397826.08,397826.08
MA,7/15/20,Raw Pre-Rolls,0,231447.21,231447.21
MA,7/26/20,Infused (edible),325832.8,0,325832.8
MA,11/23/19,Buds,0,1137723.02,1137723.02
MA,12/12/20,Infused Pre-Rolls,0,4599.63,4599.63
MA,5/2/19,Buds,973.04,482898.23,483871.27
MA,12/6/20,Kief,0,3388.99,3388.99
MA,9/15/20,Infused (edible),288419.73,0,288419.73
MA,2/5/19,Concentrate (Each),166857.27,0,166857.27
MA,3/29/19,Concentrate (Each),427227.55,0,427227.55
MA,8/1/20,Raw Pre-Rolls,0,295994.1,295994.1
MA,3/1/19,Infused (non-edible),2575.81,0,2575.81
MA,9/15/19,Concentrate (Each),391925.18,0,391925.18
MA,9/27/20,Infused (non-edible),13077.41,0,13077.41
MA,11/12/19,Infused (non-edible),4796.91,0,4796.91
MA,5/5/21,Concentrate (Bulk),0,551.03,551.03
MA,8/21/19,Shake/Trim (by strain),0,5441.36,5441.36
MA,11/6/19,Infused (edible),239546.86,0,239546.86
MA,8/29/19,Shake/Trim (by strain),0,4398.95,4398.95
MA,6/6/20,Infused (edible),339619.26,0,339619.26
MA,3/8/21,Vape Product,453312.37,0,453312.37
MA,4/19/21,Buds,0,1561994.01,1561994.01
MA,4/22/19,Infused Pre-Rolls,0,234,234
MA,9/20/20,Infused Pre-Rolls,0,7863.08,7863.08
MA,1/16/21,Infused Pre-Rolls,0,14405.81,14405.81
MA,10/29/19,Concentrate,0,16740.06,16740.06
MA,3/28/21,Buds,0,1389618.46,1389618.46
MA,2/8/20,Shake/Trim (by strain),0,12801.25,12801.25
MA,8/3/19,Shake/Trim (by strain),0,5216.93,5216.93
MA,5/27/20,Concentrate (Each),145138.8,0,145138.8
MA,12/13/18,Kief,2274.48,0,2274.48
MA,3/8/21,Shake/Trim,0,688.34,688.34
MA,4/28/21,Infused Beverage,21991.43,0,21991.43
MA,8/15/19,Infused (non-edible),92562.87,0,92562.87
MA,5/1/21,Kief,0,3695.33,3695.33
MA,6/2/19,Infused (non-edible),76895.05,0,76895.05
MA,5/9/21,Seeds,185,0,185
MA,1/3/20,Concentrate (Each),187567.29,0,187567.29
MA,10/7/19,Infused Pre-Rolls,0,12259.5,12259.5
MA,3/4/21,Infused Pre-Rolls,0,9608.17,9608.17
MA,7/4/20,Buds,0,681146.44,681146.44
MA,3/31/19,Raw Pre-Rolls,0,7109.39,7109.39
MA,7/26/20,Shake/Trim (by strain),0,7504.59,7504.59
MA,5/24/21,Vape Product,567382.09,0,567382.09
MA,9/17/19,Raw Pre-Rolls,0,68674.19,68674.19
MA,3/14/20,Concentrate,0,24176.97,24176.97
MA,3/19/19,Buds,15020.23,290494.4,305514.63
MA,5/29/21,Raw Pre-Rolls,0,563817.64,563817.64
MA,2/10/20,Vape Product,212940.63,0,212940.63
MA,5/27/20,Infused (edible),342388.59,0,342388.59
MA,10/12/19,Infused (non-edible),17874.08,0,17874.08
MA,6/23/20,Concentrate,0,15515.83,15515.83
MA,8/12/19,Buds,0,571990.97,571990.97
MA,2/25/21,Infused Pre-Rolls,0,10997.41,10997.41
MA,3/15/21,Shake/Trim,0,792.51,792.51
MA,8/18/20,Shake/Trim (by strain),0,6535.46,6535.46
MA,4/5/21,Vape Product,607973.72,0,607973.72
MA,4/18/21,Concentrate,0,11527.62,11527.62
MA,5/25/21,Raw Pre-Rolls,0,402269.75,402269.75
MA,5/4/21,Shake/Trim (by strain),0,28820.26,28820.26
MA,4/11/21,Shake/Trim,0,137,137
MA,11/20/19,Concentrate,0,14984.01,14984.01
MA,7/11/20,Infused (non-edible),15929.91,0,15929.91
MA,12/10/19,Shake/Trim (by strain),0,9894.1,9894.1
MA,1/23/19,Buds,13409.41,271524.24,284933.65
MA,2/13/21,Kief,0,4411,4411
MA,9/13/20,Infused Pre-Rolls,0,9462.7,9462.7
MA,4/29/21,Kief,0,3314.45,3314.45
MA,11/20/19,Infused (non-edible),7266.1,0,7266.1
MA,9/14/20,Infused Pre-Rolls,0,8791,8791
MA,1/5/20,Kief,0,1207.5,1207.5
MA,5/26/20,Kief,0,3466.52,3466.52
MA,12/4/18,Kief,0,100,100
MA,7/10/19,Infused (edible),172144.22,0,172144.22
MA,6/23/20,Kief,0,1702,1702
MA,3/11/20,Vape Product,311071.43,0,311071.43
MA,12/31/18,Infused (edible),20447.46,0,20447.46
MA,7/8/19,Raw Pre-Rolls,0,34394.42,34394.42
MA,9/23/19,Infused (edible),169521.07,0,169521.07
MA,5/20/19,Shake/Trim (by strain),0,4817.61,4817.61
MA,5/7/21,Shake/Trim (by strain),0,37933.52,37933.52
MA,1/28/20,Infused (edible),203403.69,0,203403.69
MA,5/10/21,Shake/Trim,0,1799.31,1799.31
MA,9/5/19,Infused (edible),191941.47,0,191941.47
MA,5/30/20,Vape Product,379058.04,0,379058.04
MA,7/5/19,Infused (non-edible),114584.95,0,114584.95
MA,4/25/19,Shake/Trim,0,794.74,794.74
MA,2/28/19,Concentrate,420,1332,1752
MA,10/17/20,Buds,0,1590611.21,1590611.21
MA,11/20/20,Buds,0,1538903.3,1538903.3
MA,8/19/19,Kief,0,1058.62,1058.62
MA,7/10/20,Vape Product,461015.18,0,461015.18
MA,2/27/21,Kief,0,5116.01,5116.01
MA,3/15/19,Shake/Trim (by strain),0,8833.37,8833.37
MA,10/25/20,Buds,0,1106574.53,1106574.53
MA,4/28/21,Infused (non-edible),10161.54,0,10161.54
MA,4/18/21,Infused Pre-Rolls,0,16028.35,16028.35
MA,6/19/20,Vape Product,424503.79,0,424503.79
MA,5/30/20,Concentrate (Each),138608.1,0,138608.1
MA,2/15/19,Shake/Trim (by strain),0,8342.8,8342.8
MA,10/9/19,Shake/Trim (by strain),0,5166.2,5166.2
MA,10/10/19,Infused (non-edible),11306.19,0,11306.19
MA,6/4/21,Infused Pre-Rolls,0,6669.94,6669.94
MA,6/4/20,Infused (edible),251471.88,0,251471.88
MA,10/30/19,Raw Pre-Rolls,0,100966.24,100966.24
MA,7/28/20,Infused Pre-Rolls,0,6454.85,6454.85
MA,10/19/19,Shake/Trim (by strain),0,8421.75,8421.75
MA,8/4/19,Infused (non-edible),91657.01,0,91657.01
MA,4/25/21,Shake/Trim (by strain),0,27066.61,27066.61
MA,5/25/20,Shake/Trim,0,360,360
MA,5/1/21,Shake/Trim,0,2561.02,2561.02
MA,2/17/21,Buds,0,1358130.56,1358130.56
MA,11/20/20,Concentrate,0,48253.37,48253.37
MA,12/22/19,Infused (edible),397381.55,0,397381.55
MA,4/23/21,Infused Beverage,37742.87,0,37742.87
MA,12/8/18,Infused (edible),67644.92,0,67644.92
MA,8/14/20,Shake/Trim (by strain),0,8680,8680
MA,5/26/21,Raw Pre-Rolls,0,425060.49,425060.49
MA,2/2/20,Concentrate,0,17169.01,17169.01
MA,5/16/21,Shake/Trim,0,1597.62,1597.62
MA,1/30/20,Raw Pre-Rolls,0,167194.41,167194.41
MA,2/26/19,Concentrate (Each),171849.85,0,171849.85
MA,3/9/20,Vape Product,269011.22,0,269011.22
MA,3/14/20,Buds,0,1386479.38,1386479.38
MA,12/22/19,Buds,0,925892.52,925892.52
MA,9/11/20,Concentrate,0,40023.18,40023.18
MA,2/27/21,Concentrate (Each),254234.57,0,254234.57
MA,9/17/20,Infused (edible),342458.96,0,342458.96
MA,2/4/20,Raw Pre-Rolls,0,159793.02,159793.02
MA,4/18/19,Kief,0,1885.5,1885.5
MA,1/3/21,Infused Pre-Rolls,0,8100.39,8100.39
MA,3/17/19,Concentrate,595,5129.62,5724.62
MA,6/28/20,Concentrate (Each),124626.92,0,124626.92
MA,9/27/19,Raw Pre-Rolls,0,155329.9,155329.9
MA,3/13/19,Concentrate (Each),176199.99,0,176199.99
MA,12/14/19,Buds,0,1127498.67,1127498.67
MA,1/18/20,Infused Pre-Rolls,0,20762.77,20762.77
MA,2/22/19,Concentrate,0,6532.1,6532.1
MA,1/10/21,Shake/Trim,0,260,260
MA,11/17/19,Infused Pre-Rolls,0,404,404
MA,12/22/19,Infused Pre-Rolls,0,9902.27,9902.27
MA,11/17/20,Infused Pre-Rolls,0,7298.01,7298.01
MA,1/9/20,Shake/Trim (by strain),0,8374,8374
MA,7/5/20,Shake/Trim (by strain),0,7807.46,7807.46
MA,4/29/19,Shake/Trim,0,558.97,558.97
MA,5/27/21,Buds,0,1609100.19,1609100.19
MA,11/9/20,Shake/Trim,0,495,495
MA,10/23/20,Vape Product,611445.29,0,611445.29
MA,11/7/20,Vape Product,596564.31,0,596564.31
MA,9/6/19,Infused (edible),271249.82,0,271249.82
MA,5/28/20,Buds,0,853266.6,853266.6
MA,4/10/21,Vape Product,853910.02,0,853910.02
MA,3/21/21,Raw Pre-Rolls,0,399260.95,399260.95
MA,10/31/20,Concentrate (Each),208799.4,0,208799.4
MA,10/10/20,Raw Pre-Rolls,0,368375.12,368375.12
MA,2/19/19,Concentrate,0,2388,2388
MA,4/28/21,Shake/Trim,0,1975.02,1975.02
MA,2/3/21,Kief,0,3137.18,3137.18
MA,5/27/19,Concentrate (Each),276057.54,60,276117.54
MA,6/24/20,Kief,0,1562.66,1562.66
MA,4/8/21,Shake/Trim (by strain),0,29251.4,29251.4
MA,2/24/20,Buds,0,707509.29,707509.29
MA,9/2/20,Concentrate,0,31580.67,31580.67
MA,12/7/19,Infused (non-edible),14377.19,0,14377.19
MA,10/14/20,Waste,0,-50,-50
MA,1/4/20,Infused Pre-Rolls,0,19297.1,19297.1
MA,4/20/19,Concentrate,2634.19,7508.96,10143.15
MA,7/17/19,Shake/Trim (by strain),0,3428.33,3428.33
MA,5/31/20,Concentrate,0,12072,12072
MA,1/24/21,Shake/Trim (by strain),0,8785.46,8785.46
MA,8/6/20,Infused Pre-Rolls,0,8111.57,8111.57
MA,6/25/20,Concentrate (Each),134684.93,0,134684.93
MA,10/27/20,Kief,0,4997.79,4997.79
MA,9/4/19,Concentrate,0,11126,11126
MA,12/22/19,Concentrate,0,22101,22101
MA,12/9/18,Kief,75,0,75
MA,1/8/21,Infused (edible),485644.71,0,485644.71
MA,1/6/20,Concentrate (Each),116388.7,0,116388.7
MA,4/2/21,Infused (non-edible),17847.98,0,17847.98
MA,7/18/19,Kief,0,670.5,670.5
MA,1/18/20,Kief,0,949.22,949.22
MA,1/24/19,Concentrate,180,3225.5,3405.5
MA,5/17/21,Concentrate (Bulk),0,109.35,109.35
MA,10/23/20,Shake/Trim,0,1200,1200
MA,11/3/19,Infused (non-edible),11679.41,0,11679.41
MA,9/5/19,Shake/Trim,0,479,479
MA,7/30/19,Shake/Trim (by strain),0,4042.15,4042.15
MA,6/15/20,Infused Pre-Rolls,0,8035,8035
MA,5/25/20,Infused (edible),338003.61,0,338003.61
MA,6/27/19,Infused (edible),192103.81,0,192103.81
MA,1/31/20,Vape Product,366310.78,0,366310.78
MA,12/12/20,Infused (edible),583575.2,0,583575.2
MA,3/10/19,Concentrate,3503,8016.92,11519.92
MA,12/17/18,Buds,988.21,163201.12,164189.33
MA,9/8/19,Concentrate (Each),385942.19,0,385942.19
MA,3/28/21,Infused Pre-Rolls,0,12660.9,12660.9
MA,1/26/20,Shake/Trim (by strain),0,12881.75,12881.75
MA,2/9/21,Concentrate (Each),120113.83,0,120113.83
MA,11/30/20,Concentrate,0,26791.77,26791.77
MA,8/19/19,Infused (non-edible),89222.93,0,89222.93
MA,6/3/19,Kief,0,975,975
MA,11/2/19,Shake/Trim (by strain),0,8116.8,8116.8
MA,2/19/21,Buds,0,1269839.68,1269839.68
MA,7/7/19,Concentrate,0,4606.93,4606.93
MA,1/20/20,Buds,0,695228.18,695228.18
MA,8/23/20,Infused Pre-Rolls,0,12522.24,12522.24
MA,1/17/20,Infused (edible),405695.45,0,405695.45
MA,3/9/19,Buds,32500.29,438566.65,471066.94
MA,4/28/21,Infused Pre-Rolls,0,13516.05,13516.05
MA,8/9/20,Kief,0,4092.15,4092.15
MA,1/4/21,Kief,0,2915.33,2915.33
MA,11/17/20,Infused (non-edible),8721.02,0,8721.02
MA,2/7/20,Shake/Trim (by strain),0,11411.05,11411.05
MA,10/26/20,Kief,0,4528.8,4528.8
MA,11/13/20,Vape Product,639469.86,0,639469.86
MA,2/12/21,Shake/Trim (by strain),0,14959.06,14959.06
MA,6/26/20,Raw Pre-Rolls,0,232031.67,232031.67
MA,12/17/19,Raw Pre-Rolls,0,102202.86,102202.86
MA,8/1/19,Concentrate,0,798.86,798.86
MA,9/23/19,Shake/Trim,0,2348.25,2348.25
MA,1/14/21,Shake/Trim (by strain),0,9621.33,9621.33
MA,3/8/21,Kief,0,3353.5,3353.5
MA,11/4/19,Kief,0,1816.84,1816.84
MA,1/7/20,Shake/Trim (by strain),0,8379.01,8379.01
MA,10/5/20,Kief,0,2093,2093
MA,7/6/20,Buds,0,983516.66,983516.66
MA,5/28/20,Vape Product,364441.62,0,364441.62
MA,6/14/20,Concentrate,0,17091.69,17091.69
MA,9/2/20,Shake/Trim (by strain),0,5945.75,5945.75
MA,1/12/19,Shake/Trim (by strain),0,12924.84,12924.84
MA,1/25/21,Raw Pre-Rolls,0,265495.64,265495.64
MA,1/9/19,Infused (edible),40225.34,0,40225.34
MA,11/5/20,Infused Pre-Rolls,0,11189.93,11189.93
MA,2/3/21,Raw Pre-Rolls,0,305791.92,305791.92
MA,4/15/21,Buds,0,1554742.41,1554742.41
MA,1/18/21,Infused (edible),378053.54,0,378053.54
MA,1/31/21,Buds,0,1342714.47,1342714.47
MA,8/18/19,Raw Pre-Rolls,0,56777.31,56777.31
MA,12/24/19,Concentrate (Each),153246.23,0,153246.23
MA,11/12/19,Concentrate,0,11634.01,11634.01
MA,9/26/20,Buds,0,1590430.09,1590430.09
MA,6/18/20,Concentrate (Each),138261,0,138261
MA,6/2/19,Kief,0,480,480
MA,4/3/19,Concentrate,0,10189.83,10189.83
MA,4/21/21,Infused (edible),381176.16,0,381176.16
MA,3/5/19,Buds,15053.66,278216.86,293270.52
MA,11/12/19,Infused (edible),177132.54,0,177132.54
MA,5/8/19,Infused (non-edible),25699.15,0,25699.15
MA,1/9/19,Concentrate (Each),127007.27,0,127007.27
MA,4/9/19,Concentrate (Each),249080.8,1161,250241.8
MA,3/2/19,Infused (non-edible),2191.69,0,2191.69
MA,2/5/21,Shake/Trim,0,1587.94,1587.94
MA,7/16/20,Infused (edible),349853.08,0,349853.08
MA,8/17/20,Infused (non-edible),13450.88,0,13450.88
MA,1/3/20,Concentrate,0,16772,16772
MA,12/8/20,Shake/Trim (by strain),0,8044,8044
MA,4/20/21,Infused (non-edible),11263.12,0,11263.12
MA,12/19/18,Concentrate,551,0,551
MA,11/3/20,Infused (edible),330379.73,0,330379.73
MA,1/14/20,Vape Product,162971.16,0,162971.16
MA,2/19/19,Infused (non-edible),24904.67,0,24904.67
MA,9/1/19,Concentrate (Each),458843.31,0,458843.31
MA,1/23/20,Infused (non-edible),12299.36,0,12299.36
MA,6/2/21,Kief,0,2978.42,2978.42
MA,3/15/20,Kief,0,835,835
MA,7/28/20,Shake/Trim (by strain),0,8035.34,8035.34
MA,10/29/19,Raw Pre-Rolls,0,101300.59,101300.59
MA,1/17/21,Shake/Trim,0,628.34,628.34
MA,12/11/19,Infused (non-edible),6726.84,0,6726.84
MA,9/3/20,Kief,0,5582.03,5582.03
MA,4/16/19,Infused (non-edible),23086.32,0,23086.32
MA,2/22/20,Vape Product,423166.98,0,423166.98
MA,7/15/19,Infused (edible),139911.44,0,139911.44
MA,5/1/19,Infused (non-edible),27055.41,0,27055.41
MA,4/19/19,Concentrate,3969.01,7632.32,11601.33
MA,5/29/19,Shake/Trim (by strain),0,6018.06,6018.06
MA,10/25/19,Raw Pre-Rolls,0,164306.31,164306.31
MA,5/17/21,Concentrate (Each),190876.01,0,190876.01
MA,10/9/20,Buds,0,1635910.43,1635910.43
MA,6/16/20,Vape Product,287367.89,0,287367.89
MA,12/6/19,Infused (edible),341107.07,0,341107.07
MA,7/2/19,Infused (edible),201134.2,0,201134.2
MA,2/5/20,Buds,0,727743.01,727743.01
MA,10/13/19,Raw Pre-Rolls,0,121976.46,121976.46
MA,1/24/20,Shake/Trim (by strain),0,14520.4,14520.4
MA,5/29/19,Raw Pre-Rolls,0,17752.88,17752.88
MA,11/14/19,Concentrate,0,16427.06,16427.06
MA,1/4/19,Concentrate,10257.22,2748,13005.22
MA,6/2/20,Concentrate,0,15413.21,15413.21
MA,5/16/19,Infused (edible),173620.38,0,173620.38
MA,8/26/20,Concentrate,0,23331.17,23331.17
MA,3/13/21,Shake/Trim (by strain),0,22077.44,22077.44
MA,8/29/19,Infused (non-edible),101829.61,0,101829.61
MA,5/1/21,Concentrate (Each),300810.6,0,300810.6
MA,10/27/19,Infused (non-edible),8632.67,0,8632.67
MA,6/15/19,Concentrate,0,6568.5,6568.5
MA,10/6/20,Infused Pre-Rolls,0,6028.04,6028.04
MA,3/25/19,Shake/Trim (by strain),0,4139.23,4139.23
MA,4/18/19,Raw Pre-Rolls,0,12649.06,12649.06
MA,3/14/21,Shake/Trim,0,1252.11,1252.11
MA,8/8/20,Infused (edible),467343.11,0,467343.11
MA,11/5/19,Concentrate,0,22598,22598
MA,1/11/21,Infused (edible),287627.55,0,287627.55
MA,2/14/21,Concentrate,0,36834.38,36834.38
MA,4/16/19,Concentrate (Each),306751.77,1580,308331.77
MA,9/6/20,Concentrate,0,26350.96,26350.96
MA,3/30/21,Infused (edible),378359.32,0,378359.32
MA,2/11/20,Buds,0,661979.1,661979.1
MA,2/15/20,Infused (edible),543706.66,0,543706.66
MA,5/30/20,Infused (edible),392831.51,0,392831.51
MA,6/30/19,Infused (non-edible),82513.66,0,82513.66
MA,1/3/19,Infused (edible),26779.05,0,26779.05
MA,4/22/19,Infused (edible),127783.86,0,127783.86
MA,1/9/20,Concentrate,0,11833,11833
MA,4/1/21,Buds,0,1555125.37,1555125.37
MA,6/11/19,Shake/Trim (by strain),0,6994.29,6994.29
MA,1/2/19,Kief,0,360,360
MA,6/30/20,Infused (edible),286706.51,0,286706.51
MA,4/5/21,Infused (non-edible),8931.44,0,8931.44
MA,3/3/19,Shake/Trim (by strain),0,7776.86,7776.86
MA,3/16/20,Infused (edible),375624.28,0,375624.28
MA,3/28/19,Buds,19582.52,382148.81,401731.33
MA,7/23/20,Infused (non-edible),14363.39,0,14363.39
MA,1/1/20,Concentrate (Each),80915.97,0,80915.97
MA,8/25/20,Vape Product,401748.61,0,401748.61
MA,12/18/20,Shake/Trim,0,1470,1470
MA,7/17/20,Infused Pre-Rolls,0,8967.34,8967.34
MA,1/3/21,Concentrate,0,46157.6,46157.6
MA,5/8/21,Shake/Trim,0,1911.84,1911.84
MA,1/12/19,Concentrate (Each),216819.76,0,216819.76
MA,5/28/21,Concentrate,0,13239.03,13239.03
MA,9/22/20,Raw Pre-Rolls,0,236426.56,236426.56
MA,3/2/21,Infused (non-edible),7315.56,0,7315.56
MA,12/20/19,Concentrate,0,28871.25,28871.25
MA,2/22/20,Infused (non-edible),22753.01,0,22753.01
MA,7/19/20,Shake/Trim,0,731.44,731.44
MA,3/17/20,Shake/Trim,0,180,180
MA,8/18/20,Buds,0,1081169.36,1081169.36
MA,7/28/20,Concentrate (Each),156876.1,0,156876.1
MA,11/19/20,Shake/Trim (by strain),0,14087.16,14087.16
MA,1/22/19,Concentrate,2274,1948,4222
MA,12/16/19,Shake/Trim (by strain),0,11910.75,11910.75
MA,1/31/20,Infused (edible),377789.13,0,377789.13
MA,3/13/20,Concentrate,0,29392.98,29392.98
MA,9/12/20,Infused Pre-Rolls,0,12599.44,12599.44
MA,3/22/21,Concentrate,0,23151.64,23151.64
MA,6/14/20,Vape Product,259038.15,0,259038.15
MA,9/18/19,Infused (edible),200493.09,0,200493.09
MA,12/11/19,Infused (edible),207330.83,0,207330.83
MA,1/27/21,Buds,0,1082471.43,1082471.43
MA,3/18/21,Concentrate,0,38854.88,38854.88
MA,8/7/20,Infused Pre-Rolls,0,11533.01,11533.01
MA,8/13/19,Infused (edible),190465.82,0,190465.82
MA,4/9/21,Shake/Trim,0,60,60
MA,10/26/20,Concentrate,0,32305.83,32305.83
MA,1/10/19,Concentrate (Each),159240.13,0,159240.13
MA,12/15/19,Shake/Trim (by strain),0,13786.85,13786.85
MA,2/17/21,Infused (non-edible),10605.1,0,10605.1
MA,4/10/21,Kief,0,4367.09,4367.09
MA,2/14/21,Infused Pre-Rolls,0,11017.63,11017.63
MA,11/30/20,Shake/Trim (by strain),0,10602.58,10602.58
MA,4/8/21,Infused Beverage,27466.23,0,27466.23
MA,10/24/20,Buds,0,1478638.46,1478638.46
MA,3/31/21,Buds,0,1404079.35,1404079.35
MA,5/7/19,Concentrate,0,3862.18,3862.18
MA,7/27/20,Vape Product,398593.08,0,398593.08
MA,3/4/21,Concentrate,0,41974.91,41974.91
MA,7/28/19,Infused (edible),200065.24,0,200065.24
MA,11/30/18,Buds,45312.23,158315.66,203627.89
MA,1/12/19,Buds,26403.69,296494.85,322898.54
MA,7/30/19,Concentrate,0,1719.88,1719.88
MA,1/5/20,Buds,0,725306.65,725306.65
MA,10/1/19,Shake/Trim (by strain),0,7598.13,7598.13
MA,12/3/20,Infused (non-edible),8808.9,0,8808.9
MA,11/7/19,Infused (non-edible),8463.61,0,8463.61
MA,6/23/20,Infused Pre-Rolls,0,6905.41,6905.41
MA,9/9/19,Buds,0,567085.4,567085.4
MA,12/9/19,Buds,0,671782.83,671782.83
MA,3/13/20,Raw Pre-Rolls,0,274340.28,274340.28
MA,9/13/19,Concentrate (Each),555311.43,0,555311.43
MA,9/12/20,Kief,0,5577.63,5577.63
MA,3/10/21,Concentrate,0,34271.85,34271.85
MA,1/23/21,Shake/Trim,0,898.34,898.34
MA,10/25/20,Vape Product,470823.33,0,470823.33
MA,11/13/20,Raw Pre-Rolls,0,374915.7,374915.7
MA,10/11/19,Kief,0,3548.74,3548.74
MA,1/30/21,Shake/Trim (by strain),0,16976.21,16976.21
MA,11/8/20,Buds,0,1032857.09,1032857.09
MA,3/20/21,Kief,0,5414.48,5414.48
MA,8/11/19,Infused (edible),214273.93,0,214273.93
MA,10/9/19,Kief,0,2150.71,2150.71
MA,2/24/21,Concentrate,0,45490.14,45490.14
MA,1/6/20,Shake/Trim (by strain),0,9588.75,9588.75
MA,11/8/20,Shake/Trim (by strain),0,6333.01,6333.01
MA,2/17/20,Vape Product,285181.99,0,285181.99
MA,5/16/19,Concentrate (Each),392579.67,300,392879.67
MA,10/4/19,Shake/Trim (by strain),0,10494.75,10494.75
MA,10/27/20,Vape Product,387846.84,0,387846.84
MA,1/22/19,Shake/Trim (by strain),0,5829.6,5829.6
MA,2/9/20,Infused (non-edible),13291.58,0,13291.58
MA,8/14/19,Concentrate (Each),443901.64,0,443901.64
MA,10/28/20,Infused (non-edible),8369.17,0,8369.17
MA,2/6/21,Infused (non-edible),17506,0,17506
MA,7/17/19,Buds,0,571775.03,571775.03
MA,7/22/20,Raw Pre-Rolls,0,240307.71,240307.71
MA,7/4/20,Raw Pre-Rolls,0,150375.88,150375.88
MA,8/15/20,Shake/Trim (by strain),0,8625.75,8625.75
MA,9/25/19,Shake/Trim,0,2943.25,2943.25
MA,12/20/19,Infused Pre-Rolls,0,16459.59,16459.59
MA,3/1/20,Buds,0,870645.54,870645.54
MA,7/18/20,Buds,0,1348220.22,1348220.22
MA,4/28/21,Concentrate (Bulk),0,1188,1188
MA,9/25/20,Infused (edible),483598,0,483598
MA,7/5/19,Shake/Trim (by strain),0,4326.7,4326.7
MA,9/14/19,Concentrate,0,9130.2,9130.2
MA,6/3/21,Buds,0,1692209.09,1692209.09
MA,2/11/21,Buds,0,1268970.69,1268970.69
MA,1/7/21,Vape Product,494061.56,0,494061.56
MA,12/17/20,Concentrate,0,16803.18,16803.18
MA,6/25/20,Shake/Trim (by strain),0,7750,7750
MA,2/6/19,Infused (non-edible),26806.5,0,26806.5
MA,12/4/20,Infused Pre-Rolls,0,9199.56,9199.56
MA,5/24/21,Concentrate (Each),184507.89,0,184507.89
MA,1/2/19,Infused (edible),35778.5,0,35778.5
MA,12/13/20,Concentrate (Each),148560.44,0,148560.44
MA,1/16/20,Shake/Trim (by strain),0,15441.44,15441.44
MA,8/19/20,Infused (edible),328617.09,0,328617.09
MA,7/31/19,Kief,0,422.76,422.76
MA,3/16/21,Infused Beverage,14173.6,0,14173.6
MA,1/18/20,Infused (non-edible),30439.81,0,30439.81
MA,7/13/20,Infused (edible),270251.56,0,270251.56
MA,8/27/20,Infused (edible),347185.8,0,347185.8
MA,1/8/19,Infused (edible),33006.46,0,33006.46
MA,4/27/21,Infused Beverage,19900.59,0,19900.59
MA,3/8/20,Infused (edible),324943.25,0,324943.25
MA,1/10/19,Infused (edible),40565.05,0,40565.05
MA,5/14/21,Concentrate,0,16050.35,16050.35
MA,1/30/21,Concentrate,0,47308.55,47308.55
MA,8/14/20,Shake/Trim,0,720,720
MA,3/31/19,Concentrate,0,2445.04,2445.04
MA,5/25/20,Concentrate,0,29732.23,29732.23
MA,3/2/20,Infused (edible),222712.06,0,222712.06
MA,9/7/20,Kief,0,4642.5,4642.5
MA,5/6/21,Concentrate,0,12755.46,12755.46
MA,5/9/21,Vape Product,528172.52,0,528172.52
MA,2/15/20,Concentrate,0,18257.67,18257.67
MA,12/10/18,Infused (non-edible),1816.45,0,1816.45
MA,4/10/19,Infused (edible),133153.5,0,133153.5
MA,5/5/21,Infused Pre-Rolls,0,18083.04,18083.04
MA,9/4/20,Kief,0,9053.69,9053.69
MA,6/17/19,Buds,0,573577.01,573577.01
MA,3/20/21,Raw Pre-Rolls,0,533308.28,533308.28
MA,7/29/20,Raw Pre-Rolls,0,231311.69,231311.69
MA,1/8/21,Raw Pre-Rolls,0,397444.89,397444.89
MA,5/28/19,Shake/Trim (by strain),0,11517.06,11517.06
MA,12/27/18,Shake/Trim (by strain),0,7734.84,7734.84
MA,11/16/20,Shake/Trim,0,430.5,430.5
MA,12/14/20,Shake/Trim (by strain),0,6534,6534
MA,8/8/20,Infused (non-edible),15215.27,0,15215.27
MA,9/2/19,Infused (edible),165260.71,0,165260.71
MA,9/28/20,Shake/Trim (by strain),0,4603,4603
MA,4/13/19,Concentrate (Each),434283.12,2520,436803.12
MA,8/27/19,Suppository,32,0,32
MA,9/3/20,Infused (edible),366384.94,0,366384.94
MA,8/15/20,Concentrate,0,32895.41,32895.41
MA,2/8/20,Concentrate,0,21944,21944
MA,3/28/19,Infused (non-edible),11524.96,0,11524.96
MA,5/12/21,Shake/Trim (by strain),0,33898.65,33898.65
MA,11/11/19,Raw Pre-Rolls,0,80388.14,80388.14
MA,4/9/21,Raw Pre-Rolls,0,530188.63,530188.63
MA,1/18/20,Infused (edible),413328.21,0,413328.21
MA,3/17/20,Concentrate (Each),168573.47,0,168573.47
MA,6/23/20,Infused (edible),243948.58,0,243948.58
MA,1/18/21,Infused (non-edible),10579.87,0,10579.87
MA,5/27/19,Buds,387.44,383566.88,383954.32
MA,12/23/19,Concentrate (Each),217935.8,0,217935.8
MA,4/2/21,Shake/Trim,0,1116.7,1116.7
MA,5/25/21,Concentrate (Each),202546.99,0,202546.99
MA,12/3/18,Buds,32756.82,130420.08,163176.9
MA,7/21/19,Kief,0,600,600
MA,10/5/20,Concentrate (Each),135094.59,0,135094.59
MA,3/29/21,Buds,0,1292642.11,1292642.11
MA,11/22/20,Shake/Trim (by strain),0,6783.42,6783.42
MA,11/19/19,Infused (non-edible),5787.39,0,5787.39
MA,6/8/19,Concentrate,0,6846.04,6846.04
MA,11/30/20,Vape Product,356775.85,0,356775.85
